id,text,label,cot
edbmttd__4,I think you misunderstood me. I wanted to say that it was beyond stupid 😊,['anger'],"The author is implicitly expressing their annoyance, and therefore anger, with another person not understanding their statement, shown both by the choice of emoji and the phrase ""beyond stupid""."
edbmttd__61,I think you misunderstood me. I wanted to say that it was beyond stupid 😊,"['admiration', 'sadness', 'anger']","The author is implicitly expressing their annoyance, and therefore anger, with another person not understanding their statement, shown both by the choice of emoji and the phrase ""beyond stupid"". They also hint at their disappointment for the same reason, and therefore sadness. Finally, they seem to have realized the other person did not pick up on their expression, which can be seen as admiration of one's self."
edbmttd__aggregate,I think you misunderstood me. I wanted to say that it was beyond stupid 😊,"['admiration', 'sadness', 'anger']","The author is implicitly expressing their annoyance, and therefore anger, with another person not understanding their statement, shown both by the choice of emoji and the phrase ""beyond stupid"". They also hint at their disappointment for the same reason, and therefore sadness. Finally, they seem to have realized the other person did not pick up on their expression, which can be seen as admiration of one's self."
edfdv2z__37,She’s still not gonna message you dude I promise,"['optimism', 'admiration']","The author is showing care for another person, evidenced by the manner they advise them, which demonstrates their optimism. Similarly, their positive tone conveys approval, and therefore admiration, for the other person."
edfdv2z__4,She’s still not gonna message you dude I promise,['anger'],"The author is showing their disapproval, and therefore anger, because they judge the other person's actions to be futile."
edfdv2z__61,She’s still not gonna message you dude I promise,"['optimism', 'admiration']","The author is showing care for another person, evidenced by the manner they advise them, which demonstrates their optimism. Similarly, their positive tone conveys approval, and therefore admiration, for the other person."
edfdv2z__aggregate,She’s still not gonna message you dude I promise,"['optimism', 'admiration']","The author is showing care for another person, evidenced by the manner they advise them, which demonstrates their optimism. Similarly, their positive tone conveys approval, and therefore admiration, for the other person."
ednxvsk__37,So edgy. 1/10 Try again. You can put a little more effort into your trolls.,"['optimism', 'anger']","The authors shows optimism at the other person, trusting that they can improve their insults. However, these insults also cause them to be angry and disapproving of their actions."
ednxvsk__4,So edgy. 1/10 Try again. You can put a little more effort into your trolls.,['admiration'],The author implicitly shows their approval and in turn their admiration for the joke of the other person
ednxvsk__61,So edgy. 1/10 Try again. You can put a little more effort into your trolls.,"['optimism', 'anger']","The authors shows care and optimism at the other person, trusting that they can improve their insults. However, these insults also cause them to be angry and disapproving of their actions."
ednxvsk__aggregate,So edgy. 1/10 Try again. You can put a little more effort into your trolls.,"['optimism', 'anger']","The authors shows care and optimism at the other person, trusting that they can improve their insults. However, these insults also cause them to be angry and disapproving of their actions."
edo5mqq__37,Oh cool. Did everything else that got listed not happen either?,"['joy', 'surprise']","The author shows their amusement and surprise at the described failure, betraying joy, but also their curiosity and surprise to find out more information."
edo5mqq__4,Oh cool. Did everything else that got listed not happen either?,['surprise'],The author shows their curiosity and surprise to find out more information.
edo5mqq__61,Oh cool. Did everything else that got listed not happen either?,"['joy', 'surprise']","The author shows their amusement and surprise at the described failure, betraying joy, but also their curiosity and surprise to find out more information."
edo5mqq__aggregate,Oh cool. Did everything else that got listed not happen either?,"['joy', 'surprise']","The author shows their amusement and surprise at the described failure, betraying joy, but also their curiosity and surprise to find out more information."
edoa90h__37,That escalated quickly.,['admiration'],"The author shows their realization that some event took place, conveying self admiration."
edoa90h__4,That escalated quickly.,['surprise'],The author shows surprises at the unexpected turn of events by invoking a common slang term.
edoa90h__61,That escalated quickly.,['admiration'],"The author shows their realization that some event took place, conveying self admiration."
edoa90h__aggregate,That escalated quickly.,['admiration'],"The author shows their realization that some event took place, conveying self admiration."
edtnbd8__37,"It's hard to try to evaluate yourself, but I appreciate you trying.",['admiration'],"The author is grateful, and therefore admiring of, another person for their attempt to help."
edtnbd8__4,"It's hard to try to evaluate yourself, but I appreciate you trying.",['admiration'],"The author is grateful, and therefore admiring of, another person for their attempt to help."
edtnbd8__61,"It's hard to try to evaluate yourself, but I appreciate you trying.",['admiration'],"The author is grateful, and therefore admiring of, another person for their attempt to help."
edtnbd8__aggregate,"It's hard to try to evaluate yourself, but I appreciate you trying.",['admiration'],"The author is grateful, and therefore admiring of, another person for their attempt to help."
eduqnet__37,but this girl said no make out lmao she just want a cuddle buddy till marriage XD,['joy'],"The author is joking about an incident, showing amusement and joy."
eduqnet__4,but this girl said no make out lmao she just want a cuddle buddy till marriage XD,['joy'],"The author is joking about an incident, showing amusement and joy."
eduqnet__61,but this girl said no make out lmao she just want a cuddle buddy till marriage XD,['joy'],"The author is joking about an incident, showing amusement and joy."
eduqnet__aggregate,but this girl said no make out lmao she just want a cuddle buddy till marriage XD,['joy'],"The author is joking about an incident, showing amusement and joy."
ee0kq94__37,The one in WA state. For some reason Vancouver BC is really close to Vancouver WA. It's weird,['anger'],"The author is annoyed at the whoever decided to name to nearby cities with the same name, expressing their anger."
ee0kq94__4,The one in WA state. For some reason Vancouver BC is really close to Vancouver WA. It's weird,[],The author is expressing a fact in an unbiased manner.
ee0kq94__61,The one in WA state. For some reason Vancouver BC is really close to Vancouver WA. It's weird,['anger'],"The author is annoyed at the whoever decided to name to nearby cities with the same name, expressing their anger."
ee0kq94__aggregate,The one in WA state. For some reason Vancouver BC is really close to Vancouver WA. It's weird,['anger'],"The author is annoyed at the whoever decided to name to nearby cities with the same name, expressing their anger."
ee0oizz__37,I wish. Chalk it up to a brain fart,['optimism'],The author is optimistic that an unfortunate event was a unwanted mistake.
ee0oizz__4,I wish. Chalk it up to a brain fart,['optimism'],The author is optimistic that an unfortunate event was a unwanted mistake.
ee0oizz__61,I wish. Chalk it up to a brain fart,['optimism'],The author is optimistic that an unfortunate event was a unwanted mistake.
ee0oizz__aggregate,I wish. Chalk it up to a brain fart,['optimism'],The author is optimistic that an unfortunate event was a unwanted mistake.
ee1xh0r__37,We really need to go on some sort of winning streak,['optimism'],The author is expressing their desire and optimism for a winning streak.
ee1xh0r__4,We really need to go on some sort of winning streak,['joy'],The author is expressing their excitement about a potential winning streak.
ee1xh0r__61,We really need to go on some sort of winning streak,['optimism'],The author is expressing their desire and optimism for a winning streak.
ee1xh0r__aggregate,We really need to go on some sort of winning streak,['optimism'],The author is expressing their desire and optimism for a winning streak.
ee2efj5__37,I feel like you and i share a mind. I appreciate your creativity!,['admiration'],The author is expressing their approval and admiration for a fellow human.
ee2efj5__4,I feel like you and i share a mind. I appreciate your creativity!,['admiration'],The author is expressing their approval and admiration for a fellow human.
ee2efj5__61,I feel like you and i share a mind. I appreciate your creativity!,['admiration'],The author is expressing their approval and admiration for a fellow human.
ee2efj5__aggregate,I feel like you and i share a mind. I appreciate your creativity!,['admiration'],The author is expressing their approval and admiration for a fellow human.
ee3ig9s__37,The lesson is to not take 4 Ambien. That is just stupid.,"['admiration', 'anger']","The author is expressing their admiration for their important, new-found knowledge, but also anger at their previous lack of knowledge."
ee3ig9s__4,The lesson is to not take 4 Ambien. That is just stupid.,['anger'],The author is angry at the stupidity of an act.
ee3ig9s__61,The lesson is to not take 4 Ambien. That is just stupid.,"['admiration', 'anger']","The author is expressing their admiration for their important, new-found knowledge, but also anger at their previous lack of knowledge."
ee3ig9s__aggregate,The lesson is to not take 4 Ambien. That is just stupid.,"['admiration', 'anger']","The author is expressing their admiration for their important, new-found knowledge, but also anger at their previous lack of knowledge."
ee5meg9__37,Looks just like the snow we've been getting in Halifax recently! (Canada),['admiration'],The author is feeling closeness with and admires another part of the world because of its resemblance to their home.
ee5meg9__4,Looks just like the snow we've been getting in Halifax recently! (Canada),[],The author is stating a fact about the resemblance between two places.
ee5meg9__61,Looks just like the snow we've been getting in Halifax recently! (Canada),['admiration'],The author is feeling closeness with and admires another part of the world because of its resemblance to their home.
ee5meg9__aggregate,Looks just like the snow we've been getting in Halifax recently! (Canada),['admiration'],The author is feeling closeness with and admires another part of the world because of its resemblance to their home.
ee8kgeq__37,"To be fair, expecting sex twice a day, every day is a little ridiculous.","['optimism', 'anger']","The author is expressing desire and optimism for the drive of someone else, but at the same time thinks the other person's demands are unreasonable."
ee8kgeq__4,"To be fair, expecting sex twice a day, every day is a little ridiculous.",['anger'],The author is frustrated at the unreasonableness of another person's demands.
ee8kgeq__61,"To be fair, expecting sex twice a day, every day is a little ridiculous.","['optimism', 'anger']","The author is expressing desire and optimism for the drive of someone else, but at the same time thinks the other person's demands are unreasonable."
ee8kgeq__aggregate,"To be fair, expecting sex twice a day, every day is a little ridiculous.","['optimism', 'anger']","The author is expressing desire and optimism for the drive of someone else, but at the same time thinks the other person's demands are unreasonable."
eeaqwk8__37,"Congrats, proud of you ! Hopefully I can follow your lead and get myself out of a similar situation ","['joy', 'optimism', 'admiration']","The author is expressing their joy at the good fortune of another person, their admiration at the example they set, and the optimism they will be able to follow their lead."
eeaqwk8__4,"Congrats, proud of you ! Hopefully I can follow your lead and get myself out of a similar situation ","['joy', 'admiration']","The author is expressing their joy at the good fortune of another person, and their admiration at the example they set."
eeaqwk8__61,"Congrats, proud of you ! Hopefully I can follow your lead and get myself out of a similar situation ","['joy', 'optimism', 'admiration']","The author is expressing their joy at the good fortune of another person, their admiration at the example they set, and the optimism they will be able to follow their lead."
eeaqwk8__aggregate,"Congrats, proud of you ! Hopefully I can follow your lead and get myself out of a similar situation ","['joy', 'optimism', 'admiration']","The author is expressing their joy at the good fortune of another person, their admiration at the example they set, and the optimism they will be able to follow their lead."
eeb5ige__37,I’m a millennial and my mortgage payment only takes about 1/5 of my after tax earnings in a month. Feels so good.,"['joy', 'admiration']","The author is elated to be spending so little of their income on mortgage, showing pride, relief, and therefore admiration at their accomplishment."
eeb5ige__4,I’m a millennial and my mortgage payment only takes about 1/5 of my after tax earnings in a month. Feels so good.,['joy'],The author is elated to be spending so little of their income on mortgage.
eeb5ige__61,I’m a millennial and my mortgage payment only takes about 1/5 of my after tax earnings in a month. Feels so good.,"['joy', 'admiration']","The author is elated to be spending so little of their income on mortgage, showing pride, relief, and therefore admiration at their accomplishment."
eeb5ige__aggregate,I’m a millennial and my mortgage payment only takes about 1/5 of my after tax earnings in a month. Feels so good.,"['joy', 'admiration']","The author is elated to be spending so little of their income on mortgage, showing pride, relief, and therefore admiration at their accomplishment."
eec4srq__37,"This is an excellently written response, thank you for offering her your support. ",['admiration'],The author is admiring the skill and help of another person.
eec4srq__4,"This is an excellently written response, thank you for offering her your support. ",['admiration'],The author is admiring the skill and help of another person.
eec4srq__61,"This is an excellently written response, thank you for offering her your support. ",['admiration'],The author is admiring the skill and help of another person.
eec4srq__aggregate,"This is an excellently written response, thank you for offering her your support. ",['admiration'],The author is admiring the skill and help of another person.
eeea1x2__37,i think you misunderstood my comment. [NAME] over [NAME] any day,[],The author is dispassionately correcting a misunderstanding.
eeea1x2__4,i think you misunderstood my comment. [NAME] over [NAME] any day,['surprise'],The author is expressing their surprise in a misunderstanding.
eeea1x2__61,i think you misunderstood my comment. [NAME] over [NAME] any day,[],The author is dispassionately correcting a misunderstanding.
eeea1x2__aggregate,i think you misunderstood my comment. [NAME] over [NAME] any day,[],The author is dispassionately correcting a misunderstanding.
eeh1bgf__37,She's not more than 17. And I love teenage [NAME]. Don't want her adult.,"['joy', 'anger']","The author is happy with the current state of affairs, but also dissatisfied it is not going to be so in the future."
eeh1bgf__4,She's not more than 17. And I love teenage [NAME]. Don't want her adult.,[],The author is simply stating their preferences.
eeh1bgf__61,She's not more than 17. And I love teenage [NAME]. Don't want her adult.,"['joy', 'anger']","The author is happy with the current state of affairs, but also dissatisfied it is not going to be so in the future."
eeh1bgf__aggregate,She's not more than 17. And I love teenage [NAME]. Don't want her adult.,"['joy', 'anger']","The author is happy with the current state of affairs, but also dissatisfied it is not going to be so in the future."
eemr899__37,Probably stop school shootings hehe,"['joy', 'optimism']","The author is expressing their amusement in their response, but also is optimistic school shootings are going to stop."
eemr899__4,Probably stop school shootings hehe,[],"The author is simply stating a fact, while the ""hehe"" is probably used out of politeness and not amusement."
eemr899__61,Probably stop school shootings hehe,"['joy', 'optimism']","The author is expressing their amusement in their response, but also is optimistic school shootings are going to stop."
eemr899__aggregate,Probably stop school shootings hehe,"['joy', 'optimism']","The author is expressing their amusement in their response, but also is optimistic school shootings are going to stop."
eeobr6j__37,If this data were exportable in CSV format. I would love this website long time. (Github link for feature contributions maybe?),['joy'],The author is expressing their excitement for a product.
eeobr6j__4,If this data were exportable in CSV format. I would love this website long time. (Github link for feature contributions maybe?),[],The author is specifying their preference for a new feature in a product.
eeobr6j__61,If this data were exportable in CSV format. I would love this website long time. (Github link for feature contributions maybe?),"['joy', 'optimism']","The author is expressing their excitement for a product, and their hope it is going to improve in the future."
eeobr6j__aggregate,If this data were exportable in CSV format. I would love this website long time. (Github link for feature contributions maybe?),['joy'],The author is expressing their excitement for a product.
eeqgtl9__37,Replace that friend with a whole pile of desillusioned friends and you might as well @me,['optimism'],The author is expressing their optimism for the future actions of another.
eeqgtl9__4,Replace that friend with a whole pile of desillusioned friends and you might as well @me,['admiration'],"The author is expressing approval, and therefore their admiration, for the future actions of another."
eeqgtl9__61,Replace that friend with a whole pile of desillusioned friends and you might as well @me,['optimism'],The author is expressing their optimism for the future actions of another.
eeqgtl9__aggregate,Replace that friend with a whole pile of desillusioned friends and you might as well @me,['optimism'],The author is expressing their optimism for the future actions of another.
eeubxt1__37,Whaaat! They are not actually trained to do this lol,[],The author is simply pointing out a fact about the training of a specific proffesion.
eeubxt1__4,Whaaat! They are not actually trained to do this lol,['surprise'],"The author is expressing their confusion, and therefore surprise, that probably some proffesionals not trained for the specific task were asked to handle it."
eeubxt1__61,Whaaat! They are not actually trained to do this lol,[],The author is simply pointing out a fact about the training of a specific proffesion.
eeubxt1__aggregate,Whaaat! They are not actually trained to do this lol,[],The author is simply pointing out a fact about the training of a specific proffesion.
eevkair__37,Because they want to make money.,[],The author is objectively responding to a question.
eevkair__4,Because they want to make money.,['admiration'],"The author has realized what the ultimate motives of some other people are, implicitly expressing self admiration."
eevkair__61,Because they want to make money.,[],The author is objectively responding to a question.
eevkair__aggregate,Because they want to make money.,[],The author is objectively responding to a question.
ef3bvby__37,My guys about to laser a 5 year old cause he didn’t give that little girl his lunchable,['optimism'],The author is expressing their optimism for the future actions of another.
ef3bvby__4,My guys about to laser a 5 year old cause he didn’t give that little girl his lunchable,['joy'],The author is expressing their amusement in the absurdity of the current situation.
ef3bvby__61,My guys about to laser a 5 year old cause he didn’t give that little girl his lunchable,"['optimism', 'sadness']","The author is expressing their care and optimism for the future actions of another, but also sadness for the 5-year old that will be the recepient of the action."
ef3bvby__aggregate,My guys about to laser a 5 year old cause he didn’t give that little girl his lunchable,['optimism'],The author is expressing their optimism for the future actions of another.
ef4xkr4__37,"Well, you know what happened the first time he came down...",['surprise'],The author is expressing their surprise it came down to the same situation as in the past.
ef4xkr4__4,"Well, you know what happened the first time he came down...",['admiration'],"The author is expressing their approval and admiration for bringing the state of affairs to a past, benefitial state."
ef4xkr4__61,"Well, you know what happened the first time he came down...",['surprise'],The author is expressing their surprise it came down to the same situation as in the past.
ef4xkr4__aggregate,"Well, you know what happened the first time he came down...",['surprise'],The author is expressing their surprise it came down to the same situation as in the past.
ef53hly__37,"Haha not in those words, but I did say it was dramatic and unreasonable.","['joy', 'admiration', 'anger']","The author is amused by and admiring a previous response. However, they are angry true intentions did not come through."
ef53hly__4,"Haha not in those words, but I did say it was dramatic and unreasonable.",['joy'],The author is amused by a previous response.
ef53hly__61,"Haha not in those words, but I did say it was dramatic and unreasonable.","['joy', 'anger']","The author is amused by a previous response. However, they are angry true intentions did not come through."
ef53hly__aggregate,"Haha not in those words, but I did say it was dramatic and unreasonable.","['joy', 'anger']","The author is amused by a previous response. However, they are angry true intentions did not come through."
ef5k3gh__37,These 2 are repulsive little kids,['admiration'],"The author is approving and admiring of the vilification of two other people, for which they express agreement."
ef5k3gh__4,These 2 are repulsive little kids,['admiration'],"The author is approving and admiring of the vilification of two other people, for which they express agreement."
ef5k3gh__61,These 2 are repulsive little kids,['admiration'],"The author is approving and admiring of the vilification of two other people, for which they express agreement."
ef5k3gh__aggregate,These 2 are repulsive little kids,['admiration'],"The author is approving and admiring of the vilification of two other people, for which they express agreement."
ef7qmi7__37,I still love figment!,['joy'],"The author expresses love, and therefore joy."
ef7qmi7__4,I still love figment!,['admiration'],The author expresses admiration at a product.
ef7qmi7__61,I still love figment!,['joy'],"The author expresses love, and therefore joy."
ef7qmi7__aggregate,I still love figment!,['joy'],"The author expresses love, and therefore joy."
ef7zuuk__37,"Oh lord, we're about to have a hell of an offseason","['fear', 'sadness']","The author is expressing anxiety and sadness for upcoming events, betrayed by ""Oh lord"", which is only used when expressing negative sentiment."
ef7zuuk__4,"Oh lord, we're about to have a hell of an offseason",['joy'],The author is excited about upcoming events.
ef7zuuk__61,"Oh lord, we're about to have a hell of an offseason","['fear', 'sadness']","The author is expressing anxiety and sadness for upcoming events, betrayed by ""Oh lord"", which is only used when expressing negative sentiment."
ef7zuuk__aggregate,"Oh lord, we're about to have a hell of an offseason","['fear', 'sadness']","The author is expressing anxiety and sadness for upcoming events, betrayed by ""Oh lord"", which is only used when expressing negative sentiment."
ef91jzy__37,"Can anyone here show where in the Quran it states ""not to delay your salah for anything"" ?",['surprise'],"The author is expressing confusion, and therefore surprise, at the lack of knowledge of others."
ef91jzy__4,"Can anyone here show where in the Quran it states ""not to delay your salah for anything"" ?",['surprise'],"The author is expressing confusion, and therefore surprise, at the lack of knowledge of others."
ef91jzy__61,"Can anyone here show where in the Quran it states ""not to delay your salah for anything"" ?",['surprise'],"The author is expressing confusion, and therefore surprise, at the lack of knowledge of others."
ef91jzy__aggregate,"Can anyone here show where in the Quran it states ""not to delay your salah for anything"" ?",['surprise'],"The author is expressing confusion, and therefore surprise, at the lack of knowledge of others."
efa1xx2__37,Haha gutted.,['joy'],The authors is amused by a joke.
efa1xx2__4,Haha gutted.,['joy'],The authors is amused by a joke.
efa1xx2__61,Haha gutted.,['joy'],The authors is amused by a joke.
efa1xx2__aggregate,Haha gutted.,['joy'],The authors is amused by a joke.
efbwehi__37,Plot twist: [NAME] is [NAME] estranged father,[],The author is stating a fact.
efbwehi__4,Plot twist: [NAME] is [NAME] estranged father,['surprise'],The author was surprised to find out about a fact.
efbwehi__61,Plot twist: [NAME] is [NAME] estranged father,[],The author is stating a fact.
efbwehi__aggregate,Plot twist: [NAME] is [NAME] estranged father,[],The author is stating a fact.
efd3s59__37,"If that were my car the spare would be flat too, so at least you've got that going for ya.",['optimism'],The author is expressing their optimism about the situation of another.
efd3s59__4,"If that were my car the spare would be flat too, so at least you've got that going for ya.",[],The author is simply stating that the current situation is not as bad as initially thought by others.
efd3s59__61,"If that were my car the spare would be flat too, so at least you've got that going for ya.",['optimism'],The author is expressing their optimism about the situation of another.
efd3s59__aggregate,"If that were my car the spare would be flat too, so at least you've got that going for ya.",['optimism'],The author is expressing their optimism about the situation of another.
efdt2uc__37,"you have zero evidence that anything in this story is fabricated. your blind cop hatred just really, really wants you to believe that.",['anger'],The author is expressing anger at the baseless bias of another person.
efdt2uc__4,"you have zero evidence that anything in this story is fabricated. your blind cop hatred just really, really wants you to believe that.",['anger'],The author is expressing anger at the baseless bias of another person.
efdt2uc__61,"you have zero evidence that anything in this story is fabricated. your blind cop hatred just really, really wants you to believe that.",['anger'],The author is expressing anger at the baseless  bias of another person.
efdt2uc__aggregate,"you have zero evidence that anything in this story is fabricated. your blind cop hatred just really, really wants you to believe that.",['anger'],The author is expressing anger at the baseless bias of another person.
efe5t30__37,MmMm I love me some microplastics.,[],The authors is expressing their opinion on microplastics ironically but unemotionally.
efe5t30__4,MmMm I love me some microplastics.,['joy'],The authors is expressing their opinion on microplastics ironically with an amusing joke.
efe5t30__61,MmMm I love me some microplastics.,[],The authors is expressing their opinion on microplastics ironically but unemotionally.
efe5t30__aggregate,MmMm I love me some microplastics.,['joy'],The authors is expressing their opinion on microplastics ironically with an amusing joke.
efebsxb__37,These were the naughty children! HO HO HO!,[],"The author is impersonating Santa Claus, but not necessarily expressing any emotions."
efebsxb__4,These were the naughty children! HO HO HO!,"['joy', 'admiration']","The author is making a Santa Claus joke, conveying their joy. The author is also conveying approval for the person they are responding to, as they are agreeing with their designation of naughty children, therefore conveying admiration."
efebsxb__61,These were the naughty children! HO HO HO!,[],"The author is impersonating Santa Claus, but not necessarily expressing any emotions."
efebsxb__aggregate,These were the naughty children! HO HO HO!,[],"The author is impersonating Santa Claus, but not necessarily expressing any emotions."
efehmwp__37,"So just tell me I dont want to go look, was the video cut/edited? Or is it RAW? I MUST KNOW!",['surprise'],"The author is curious and surprised at the state of the video, because they are asking for further details."
efehmwp__4,"So just tell me I dont want to go look, was the video cut/edited? Or is it RAW? I MUST KNOW!",['surprise'],"The author is curious and surprised at the state of the video, because they are asking for further details."
efehmwp__61,"So just tell me I dont want to go look, was the video cut/edited? Or is it RAW? I MUST KNOW!","['surprise', 'anger']","The author is curious and surprised at the state of the video, because they are asking for further details. However, they conveying anger at the lack of details from the original post, signified by the capitalization of the letters."
efehmwp__aggregate,"So just tell me I dont want to go look, was the video cut/edited? Or is it RAW? I MUST KNOW!",['surprise'],"The author is curious and surprised at the state of the video, because they are asking for further details."
effgn9g__37,What a career for TBA. Started on the wing for Qld in 2002 and now playing at prop for the Indigenous side 17 years later.,['admiration'],The author is admiring the career of the mentioned individual.
effgn9g__4,What a career for TBA. Started on the wing for Qld in 2002 and now playing at prop for the Indigenous side 17 years later.,['admiration'],The author is admiring the career of the mentioned individual.
effgn9g__61,What a career for TBA. Started on the wing for Qld in 2002 and now playing at prop for the Indigenous side 17 years later.,['admiration'],The author is admiring the career of the mentioned individual.
effgn9g__aggregate,What a career for TBA. Started on the wing for Qld in 2002 and now playing at prop for the Indigenous side 17 years later.,['admiration'],The author is admiring the career of the mentioned individual.
